"307100000",Zambales,37100000.000000000000000,Prov,,,2nd,,,,PH03071,Zambales,,PH03,PH,5.329770260420000,0.313705492748000,3728.222913619999872,11,18,12,0,0,0,0,0,0.0026,0,0,0,0.22997,0,0,0,0.18226,0,0,0,0,0,0,0,0.01735,0.09015,0,0,0.12394,0,0,0,0.00028,0,0.00028,0,0,0,0,0.09725,0,0,0,0,0,0.02965,0.00112,0.25147,0.0026,0.06072,0,0,0,0,0.27915,0.07667,0,0,0,0,0,0,0,0.075036884,0.057125981,0.188782575,0.117868492,0.317494601,0.17707767,-0.013508456,0.033004919,0.125184708,0.23394,0.153932874,0.291790882,0.199017986,0.110895455,0.231883696,0.161639081,0.217852034,0.386545739,0.215213152,0.087300901,0.210970071,0.166104098,0.176026726,0.130416601,0.185557308,0.187910281,0.152294501,0.144913659,0.341590284,0.396042029,0.421528606,0.409592546,0.2888591,0.361359755,0.45938825,0.364394382,0.37975293,0.358117785,0.302804664,0.005571001,0.292432656,0.268551643,0.448074625,0.260101813,0.366907103,0.46886421,0.407095477,0.401226354,0.609130084,0.607018667,0.310390979,0.252923507,0.498416472,0.081569775,0.539782102,0.518867373,0.78908528,0.35736108,0.572306982,0.600708626
"307700000",Aurora,37700000.000000000000000,Prov,,,3rd,,,,PH03077,Aurora,,PH03,PH,6.755660237320000,0.255766526306000,3030.439569199999823,12,17,11,0,0,0,0,0,0,0,0.5855,0,0.18226,0,0,0,0,0,0,0.00028,0.00548,0,0.03036,0,1.11956,0,0,0,0.49837,0,0,0.03106,0,0,0,0,0,0,0,0.27915,0,0,0,0,0,0.04996,0.00112,0.28197,0,0,0,0,0,0.06093,0.41827,0.07674,0,0,0,0.13364,0.04083,0.12186,0.88644,-0.013738432,0.027268984,0.050282251,-0.123892843,-0.055376043,0.079548192,-0.0134364,0.005247344,0.057175133,0.069316409,0.030791567,-0.014743379,-0.00145131,-0.010344759,0.08390384,-0.026933544,0.024347375,0.211920558,0.058611188,0.021460437,0.051848528,0.005793168,-0.02543977,-0.019554409,-0.008461818,0.044856888,-0.051037283,-0.105921885,0.187418094,0.276309997,0.234669589,0.17980862,0.086512875,0.086035035,0.166782646,0.200170057,0.201145281,0.157645267,0.157049143,0.095744737,0.128357976,0.077761637,0.269480972,0.162453727,0.180797163,0.304816436,0.17958646,0.2781638,0.203888425,0.396817561,0.237910059,0.280759206,0.265581718,0.237821261,0.329072934,0.253204951,0.353550296,0.23243205,0.341718151,0.294050274
"401000000",Batangas,41000000.000000000000000,Prov,,,1st,,,,PH04010,Batangas,,PH04,PH,5.989473345600000,0.267317304905000,3196.539557579999837,7,3,3,0,0,0.01032,0,0,0.0014,0,0,0,0,0,0,0,0.42846,0,0.17236,0,0,0,0,0,0,1.11063,0,0,0,0,0.52226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22013,0.09015,0.19238,0.09316,0.00168,0.08096,0,0,0,0,0,0.11736,0,0,0,0.11207,0,0,0,0.3813248,0.626747444,0.711616519,0.705190616,0.674892383,0.845703463,0.196233724,0.114149729,0.528405559,0.715899047,0.697499628,0.847117917,0.893356275,0.763093015,1.034475827,0.904880488,0.864493193,1.190547273,1.097759687,0.77092479,0.984413432,0.887285903,0.908510717,0.679126476,0.954455181,0.887530945,0.806022597,0.76859569,0.920279008,1.111035912,1.116729695,1.087394134,0.910237794,1.032370982,1.154643615,1.353824681,1.230075147,1.199685282,1.158127948,0,1.175828478,1.25342755,1.405395282,0.682358699,1.295723015,1.626814094,0.960630695,1.376118181,1.535872303,1.680724168,1.262794783,1.514029284,1.458022371,0.264900387,1.701681852,1.834784355,3.806463853,0.679380351,1.750955758,2.137744321
"402100000",Cavite,42100000.000000000000000,Prov,,,1st,,,,PH04021,Cavite,,PH04,PH,2.702044464000000,0.104288756851000,1245.180226570000059,4,7,4,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0.42846,0,0.07723,0,0,0,0,0,0,0.31028,0,0,0,0,0.14228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04624,0,0.1564,0.0014,0.06072,0,0,0,0,0,0.09705,0,0,0,0.10835,0,0,0,1.685462856,1.405612974,2.095440711,2.442402018,1.946339862,2.203785566,0.100025384,0.478401908,1.537833197,1.913707334,2.19109754,2.313038332,2.49547005,2.546718578,2.181047409,2.698664556,2.510496679,3.149600796,2.911234188,2.15034597,2.48021334,2.55588764,2.841897204,2.501028942,1.971501056,2.609329916,2.666007946,2.645521873,2.623611169,2.972670103,3.244253035,3.112702112,2.588203924,3.27168611,3.432953036,3.650619089,3.608651992,3.781836905,3.772160856,0,3.974469282,4.10692459,3.805567239,2.57586506,3.703070718,3.993553448,2.349722183,4.069067283,4.761001548,4.760778795,3.638525062,3.753245342,4.352787648,0.009734884,5.100508021,5.475721869,6.335163872,3.310484448,5.005176996,6.07832569
"403400000",Laguna,43400000.000000000000000,Prov,,,1st,,,,PH04034,Laguna,,PH04,PH,3.823939986830000,0.150938310154000,1802.267656870000110,3,7,5,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0.42846,0,0.12086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09015,0,0.2053,0.0014,0.06072,0,0,0,0,0,0.11736,0,0,0,0.16329,0,0,0,0.976978714,1.0802859,1.384947277,1.39627018,1.238497888,1.579911909,0.154316946,0.209840154,1.085888161,1.371749439,1.305054353,1.534381872,1.629324599,1.418721072,1.597256651,1.489100757,1.647824257,2.104311692,1.963927076,1.596485113,1.671393431,1.726423099,1.711981267,1.635877846,0.917002219,1.763429401,1.601842729,1.539328935,1.604715291,1.912689032,2.110580711,1.866797065,1.654418233,1.975860478,2.122173375,2.287946787,2.275285816,2.073792147,1.985239692,0,2.007933404,2.20245994,2.23054826,1.286041623,2.077115649,2.383812333,1.339108777,2.180600094,2.567129703,2.603968677,2.073121421,2.247575042,2.179760994,0.310445509,2.782043742,2.851967081,3.546556501,1.969152795,2.583119695,3.354958246
"405600000",Quezon,45600000.000000000000000,Prov,,,1st,,,,PH04056,Quezon,,PH04,PH,19.816821672100001,0.703479794832000,8402.272163129999171,9,16,7,0,0,0,0,0,0.00168,0,0,0,0.18226,0,0,0,0.71225,0,0.30727,0.00316,0,0,0,0,0.00548,0.46563,0,0,0,0,0.63292,0.00688,0,0,0,0,0,0,0,0,0,0,0,0,0.57348,0.23749,0.19266,1.07171,0.00168,0.09108,0,0,0,0,0.68836,0.15798,0,0,0,0.32131,0.03247,0,0,0.035325083,0.138733991,0.071744032,-0.04587468,0.011986864,0.199430896,0.059848572,0.082703234,0.091113072,0.130811683,0.092939197,0.085221152,0.090054714,0.119734942,0.179823665,0.035571946,0.113647508,0.283561696,0.157788985,0.086472221,0.116196223,0.10326578,0.065430776,0.075060242,0.14758781,0.149235824,0.009230227,0.01476489,0.277510686,0.372591766,0.370237206,0.282629821,0.203050765,0.187585764,0.275250107,0.345264255,0.327813746,0.276925748,0.252700138,0.112320629,0.243312092,0.211997637,0.405139642,0.220596863,0.302408976,0.471349436,0.335501877,0.366156553,0.354460652,0.485274262,0.381057108,0.331804412,0.393896077,0.079474909,0.474237592,0.397114157,0.578224356,0.281255109,0.355667771,0.528728331
"405800000",Rizal,45800000.000000000000000,Prov,,,1st,,,,PH04058,Rizal,,PH04,PH,2.982168943830000,0.100695532866000,1200.370955020000110,3,4,6,0,0,0,0,0,0.00084,0,0,0,0,0,0,0,0.33227,0,0.12058,0,0,0,0,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09359,0,0.36473,0.00112,0.06072,0,0,0,0,0,0.11736,0,0,0,0.16301,0,0,0,0.640588417,0.710355361,0.899527062,0.994596224,0.949285881,1.125885392,0.080058742,0.267424098,0.712058616,0.914014843,0.996633406,1.058474431,1.186500551,0.998525183,1.137004501,1.177735645,1.179154581,1.517460414,1.358307927,0.928598736,1.068631911,1.044268637,1.216589639,1.088813859,1.027532099,1.556566183,1.316662523,1.03856724,1.294623096,1.483192124,1.514322332,1.53480733,1.138828458,1.564677374,1.562471458,1.627883435,1.596281216,1.65567499,1.510342085,2.89e-05,1.412748547,1.706045591,1.766170245,1.070903649,1.488184905,1.800267187,1.407921602,1.573273946,2.051197504,2.11632339,1.63556638,1.65499901,1.672565333,0.192039722,1.997986372,2.225764379,2.587440795,1.873574019,1.961904458,2.47272611
"500500000",Albay,50500000.000000000000000,Prov,,,1st,,,,PH05005,Albay,,PH05,PH,6.507665223500000,0.205938518976000,2469.559875769999962,15,15,18,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0.52085,0,0.40654,0.02319,0,0,0,0,0,0.52296,0,0,0,0,0.88376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68484,0.27388,0.66995,0.31541,0.00056,0.06072,0,0,0,0,0,0.06655,0,0,0,0,0.0026,0,0,0.082202585,0.142365085,0.082386807,0.071060041,0.03873807,0.209744633,0.209902091,0.18217615,0.168813557,0.214533712,0.093687783,0.110595883,0.176088831,0.151698286,0.297456834,0.068314197,0.195519898,0.29819497,0.248461741,0.216916306,0.208571192,0.199177542,0.12791282,0.203150753,0.215172372,0.174530241,0.082371605,0.009928436,0.404234759,0.497509235,0.444161781,0.349797689,0.318312612,0.302852822,0.552058338,0.349698626,0.442863919,0.34610628,0.427166579,0.540347066,0.38668085,0.220601246,0.548102431,0.455254365,0.321050174,0.556593905,0.361325764,0.490548844,0.49832726,0.64864424,0.571138742,0.591983393,0.59627738,0.303861928,0.730771466,0.570886388,0.75228671,0.587580071,0.695677091,0.640793763
"501600000",Camarines Norte,51599999.999999992549419,Prov,,,2nd,,,,PH05016,Camarines Norte,,PH05,PH,6.143920311610000,0.177587770083000,2121.372183290000066,22,17,18,0,0,0,0,0,0.00084,0,0,0,0,0,0,0,0.37998,0,0.21269,0.00316,0,0,0,0,0.00028,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08003,0,0.88249,0,0.04048,0,0,0,0,0,0.13767,0,0,0,0.16329,0.02263,0,0,0.012044868,0.130539626,0.026673022,-0.078645147,-0.035946891,0.168820513,0.070717766,0.095168321,0.093661153,0.12423627,0.04983309,0.028543253,0.048308234,0.122583333,0.167953139,0.005777323,0.065257984,0.173340581,0.094214028,0.049952182,0.078444244,0.033838895,0.034188961,0.047555057,0.075058595,0.074804582,-0.021057437,-0.039120595,0.278708138,0.354582311,0.335808122,0.226668807,0.156068695,0.131226897,0.226284039,0.276031432,0.29537094,0.230975453,0.235951756,0.265475235,0.196060683,0.168908811,0.369585453,0.270256531,0.253401518,0.410250255,0.341699575,0.344272748,0.299977597,0.45501185,0.359648066,0.230073164,0.353910415,0.062347633,0.456153271,0.351741571,0.504034911,0.255309575,0.280780246,0.443858369
"501700000",Camarines Sur,51700000.000000000000000,Prov,,,1st,,,,PH05017,Camarines Sur,,PH05,PH,12.538796488099999,0.441585483185000,5284.711015949999819,21,30,22,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0.55563,0,0.36052,0.0066,0,0,0,0,0,0.31042,0,0,0.05122,0,1.07375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45656,0.28007,0.66995,0.81652,0.00028,0.06072,0,0,0,0,0,0.12748,0,0,0,0.12717,0.01307,0,0.34428,0.023563934,0.166324035,0.054108552,-0.005135562,-0.004703014,0.169032012,0.126452249,0.171035819,0.109352013,0.168547733,0.09742092,0.065999262,0.108292238,0.117777081,0.207661496,0.05836731,0.151925431,0.256279881,0.183248105,0.121752522,0.126997053,0.113031672,0.071094012,0.100330613,0.153669493,0.165406941,0.026117444,-0.022357863,0.336884249,0.418281625,0.384188021,0.26854205,0.278672156,0.218045189,0.295897479,0.291746213,0.35903786,0.286575581,0.302607869,0.373231501,0.290462166,0.22134866,0.445052185,0.358268672,0.274354919,0.469160818,0.461985522,0.393634239,0.395773659,0.544273233,0.431239829,0.380919364,0.444445361,0.231195853,0.559545246,0.469149745,0.644907997,0.038171258,0.571589161,0.547959331
"502000000",Catanduanes,52000000.000000000000000,Prov,,,3rd,,,,PH05020,Catanduanes,,PH05,PH,4.387797815230000,0.122082361060000,1460.554290660000106,14,17,24,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0.33086,0,0,0.01279,0,0,0,0,0,0,0,0,0.30361,0,0.94623,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10557,0.05122,0,0,0,0,0,0,0,0.04624,0,0,0,0,0.0026,0,1.07276,-0.018967591,0.10055539,-0.015003043,-0.089146015,-0.086073138,0.122052402,0.071703304,0.085402925,0.048935618,0.057306529,0.016351046,-0.023132787,0.002271873,0.075282134,0.131648779,-0.056064729,0.046816267,0.144331485,0.045246965,0.002714977,0.046206254,0.005592134,-0.052673951,0.035467842,0.040937834,0.037601853,-0.071374436,-0.100859798,0.172930886,0.305496492,0.254290316,0.168985345,0.106149204,0.116463829,0.156097531,0.195054176,0.220486362,0.1618638,0.172991489,0.203371413,0.172210858,0.090587084,0.296568194,0.248486339,0.173552649,0.312255704,0.114226497,0.271564402,0.240137958,0.394152798,0.270991122,0.339335133,0.334741834,0.27030648,0.392645759,0.269272176,0.417671267,0.421144141,0.433109257,0.331302271
"504100000",Masbate,54100000.000000000000000,Prov,,,1st,,,,PH05041,Masbate,,PH05,PH,12.607522819900000,0.331499786092000,3989.237044479999895,26,20,13,0,0,0.00604,0.00576,0,0.00168,0,0,0,0,0,0.00056,0,0.17565,0,0.98564,0.02319,0,0,0,0,0,0.67817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98198,0.44202,0.31555,0.20643,0.00168,0.12727,0,0,0,0,0,0.07674,0,0,0,0.00372,0,0,0,-0.048396269,0.043941463,0.006358068,-0.07977455,-0.054411954,0.06210379,0.109375587,0.118377931,0.058494296,0.061978834,0.017509329,-0.010229598,0.016752789,0.048073526,0.125515513,-0.057574635,0.106752062,0.140199524,0.084458016,0.054702028,0.082568397,0.039982145,-0.033217119,0.047749346,0.079577884,0.056380635,-0.086977172,-0.074681687,0.219545121,0.331055624,0.285806015,0.200604061,0.121996683,0.117878543,0.169682639,0.193779264,0.239576778,0.179488192,0.242011616,0.335951318,0.20834086,0.11457244,0.335923514,0.294495346,0.241977546,0.340956615,0.278118447,0.284071058,0.267103719,0.396936162,0.33187298,0.293247405,0.340727397,0.118451992,0.418695577,0.302844621,0.464223998,0.387794626,0.434237385,0.353127793
"506200000",Sorsogon,56200000.000000000000000,Prov,,,2nd,,,,PH05062,Sorsogon,,PH05,PH,6.461048640160000,0.165416909358000,1986.411064959999976,20,22,28,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.33086,0,0.70052,0.02291,0,0,0,0,0,0.63784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68484,0.46844,0.25337,0,0.00084,0.08672,0,0,0,0,0,0.06655,0,0,0,0,0.00084,0,0,-0.009511057,0.108430999,0.036396144,-0.052993075,-0.037834238,0.119504839,0.118552273,0.138927878,0.096771864,0.098986136,0.046233276,0.001254764,0.064962182,0.045708556,0.211045052,-0.032863184,0.092145844,0.189579847,0.128832467,0.105810345,0.113063659,0.075457147,-0.006188228,0.142175769,0.127326339,0.117631265,-0.019342956,-0.060730575,0.272881497,0.393596128,0.333589402,0.239392646,0.177366015,0.177194574,0.233096866,0.258508685,0.302405321,0.230969879,0.2844739,0.368860481,0.25654352,0.145711082,0.408175117,0.342697029,0.319628241,0.421610543,0.368639375,0.361325223,0.335471976,0.462772425,0.397080214,0.492960456,0.464594649,0.23579427,0.529638654,0.383102691,0.594189671,0.575639922,0.579975326,0.492891042
"600400000",Aklan,60400000.000000007450581,Prov,,,2nd,,,,PH06004,Aklan,,PH06,PH,4.626091201170000,0.139664072433000,1684.872282150000046,9,14,3,0,0,0.00892,0.0026,0,0,0,0,0,0,0.54369,0.00056,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53385,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032447486,0.140924009,0.020095271,-0.028563522,-0.008596432,0.025325729,0.017457132,0.074558045,0.077176013,0.055256292,0.063414564,0.052552257,0.080870353,0.002824288,0.098254986,0.069565894,0.19640626,0.210171877,0.195575507,0.150166683,0.176756031,0.113680964,0.081132526,0.105274629,0.136171635,0.088253958,0.028998777,0.044653532,0.292643468,0.460766464,0.453779982,0.28542169,0.212017763,0.211992461,0.251684742,0.274453482,0.304863991,0.25044045,0.348192833,0.00013,0.278612548,0.160491791,0.442449835,0.307140802,0.318105152,0.416309468,0.266687826,0.30158253,0.382671449,0.50959882,0.423351859,0.067975286,0.380071222,0.064497356,0.53812446,0.426092959,0.622025041,0.412054006,0.564283659,0.5044759
"600600000",Antique,60600000.000000000000000,Prov,,,2nd,,,,PH06006,Antique,,PH06,PH,6.045477589900000,0.226466725242000,2736.499202070000138,13,18,14,0,0,0.01208,0.00112,0,0,0,0,0,0,0.45656,0.00056,0.00028,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47483,0,0,0,0,0,0,0.17565,0,0,0,0,0,0,0,0,0,0,0,-0.040777983,0.071320048,0.072310235,-0.034088994,-0.02258252,0.121962209,0.029295312,0.039148275,0.062193098,0.054185066,0.034388659,0.056287002,0.080231749,0.014968776,0.128502632,0.016649015,0.141806533,0.143656361,0.142515578,0.077829411,0.092648898,0.054440963,0.015929186,0.053450284,0.079925397,0.068475383,-0.001539833,0.024209107,0.237422174,0.304489164,0.356208305,0.27366022,0.192794813,0.165103814,0.277558596,0.293349036,0.289515102,0.228754867,0.359546911,0.000112,0.216090808,0.188582904,0.411875998,0.233174551,0.286028059,0.368207179,0.40212871,0.272901891,0.339948644,0.448700713,0.36612199,0.075263041,0.381723637,0.188840033,0.210956793,0.409952018,0.518014553,0.299198219,0.375179108,0.435760973
"601900000",Capiz,61900000.000000000000000,Prov,,,1st,,,,PH06019,Capiz,,PH06,PH,3.897668132600000,0.219569656736000,2651.033076390000133,4,6,10,0,0,0.00576,0.0026,0,0,0,0,0,0,0.54369,0.00056,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56371,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066843612,0.108194906,0.031187679,-0.034325661,-0.036718948,0.032231005,0.017784664,0.085227789,0.06662185,0.062044705,0.035334781,0.016916863,0.03883731,-0.014763188,0.080617657,0.010064099,0.187617614,0.181410104,0.16528088,0.080112307,0.118921151,0.065693932,0.034985396,0.036771036,0.113029646,0.089413137,0.003207296,0.019519098,0.250781349,0.44992836,0.36019552,0.25190319,0.219490224,0.178236498,0.223443668,0.249028791,0.295809455,0.217724088,0.299344724,0.048687704,0.236591887,0.162271774,0.456481487,0.275826204,0.316774815,0.401965299,0.252221739,0.301435631,0.346303136,0.487115167,0.374220547,0.03667043,0.348009233,0.343298917,0.529524212,0.445373749,0.611864273,0.526042063,0.485698161,0.479279408
"603000000",Iloilo,63000000.000000000000000,Prov,,,1st,,,,PH06030,Iloilo,,PH06,PH,8.988086105420004,0.390473997503000,4720.209325709998666,12,13,11,0,0,0.00576,0.00632,0,0,0,0,0,0,0.54369,0.00084,0.00028,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43977,0,0,0,0.00084,0.04617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039697856,0.061426616,0.154508689,0.106293797,0.101325201,0.118017359,0.020850782,0.169386764,0.153177046,0.194874907,0.144745044,0.230789994,0.221725869,0.004002681,0.291530503,0.179598437,0.313300845,0.330471275,0.332436255,0.240027861,0.28730682,0.22874687,0.238245973,0.250488301,0.3151854,0.357671592,0.179939591,0.211758203,0.412559895,0.505839069,0.475001884,0.447035416,0.449156148,0.37684282,0.477448958,0.418985469,0.495510151,0.420806103,0.536333756,0.061424498,0.42711396,0.452718973,0.649699799,0.388098964,0.465682667,0.591288564,0.617578241,0.39952181,0.553596808,0.676879277,0.608826428,0.045574326,0.603518305,0.613654404,0.629134179,0.705436929,0.928167613,0.743581899,0.497924122,0.779046834
"604500000",Negros Occidental,64500000.000000000000000,Prov,,,1st,,,,PH06045,Negros Occidental,,PH06,PH,8.952083363230004,0.632166246974000,7658.800472439999794,15,16,22,0,0,0.00232,0.16378,0,0,0,0,0,0,0.73199,0.00084,0.00028,0,0,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68836,0,0,0,0,0,0,0,0,0,0,0,0.074862873,0.077412526,0.00744666,0.099899523,0.138185903,0.036984111,0.118948352,0.227923191,0.18830302,0.208513925,0.170496191,0.220294271,0.231823161,0.061751632,0.317224168,0.115582456,0.291631994,0.30650934,0.307854353,0.269637537,0.307771546,0.207321608,0.214919298,0.219562039,0.280997085,0.166113212,0.134968718,0.192303546,0.435199913,0.44144989,0.490185028,0.401205872,0.407523979,0.327609483,0.421850768,0.427439855,0.459563433,0.37202555,0.476783717,0.199503945,0.422394578,0.389883456,0.605904887,0.300428103,0.438793519,0.492855903,0.466095852,0.416003515,0.530358117,0.594357168,0.583272692,0.04337289,0.698251212,0.118686942,0.507613389,0.601560329,0.788488103,0.646438624,0.81706516,0.62805698
"607900000",Guimaras,67900000.000000000000000,Prov,,,4th,,,,PH06079,Guimaras,,PH06,PH,3.376801436350000,0.049250435426400,596.210641555000052,7,7,4,0,0,0,0.0026,0,0,0,0,0,0,0,0.00056,0.00028,0,0,0.00604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090218751,0.030422432,0.069665178,-0.032479554,0.013338116,0.00349096,0.01429165,0.04625436,0.023810752,0.060857168,0.053519738,0.06091525,0.046404987,-0.047153629,0.207768518,0.072192295,0.20765,0.176635614,0.167900852,0.104048587,0.109273919,0.081867798,0.035574355,0.075632721,0.113133261,0.006829233,0.004889773,0.049720117,0.328527811,0.328910495,0.340103087,0.271719382,0.241767656,0.199263229,0.273463363,0.22231138,0.3066125,0.240191567,0.416077766,0.003578526,0.228127778,0.231846431,0.440400605,0.311404202,0.302425318,0.400646954,0.354171477,0.305666118,0.382939766,0.431077694,0.409832633,0.111658061,0.470405299,0.113602122,0.236223781,0.408051516,0.639767986,0.416105483,0.117692741,0.452465462
